ID	creator	title	title-alt-script	publisher	to split 1	clusteredPlaces	clusteredPublisher	date	language	imagecount
nybc202452	Bar-Ilan, Meir, 1880-1949	Ertsisroel in der milḥome un nokh der milḥome	ארץ ישראל אין דער מלחמה און נאך דער מלחמה	[New York] : Mizraḥi organizatsye fun Ameriḳa	[New York] 	New York, N.Y.	Mizraḥi organizatsye fun Ameriḳa	1943	yid	26
nybc202454	Prévost, Marcel, 1862-1941	Soydes̀ fun a yunger ṿaybel, oder, Zshuleṭ's ḥas̀ene a zehr inṭeresanṭe liebes ertsehlung	סודות פון א יונגער ווייבעל, אדער, זשולעט'ס חתונה : א זעהר אינטערעסאנטע ליעבעס ערצעהלונג	New York : Wilno pub. co.	New York 	New York, N.Y.	Wilno pub. co.	[19--?]	yid	70
nybc202455	Shomer, 1849-1905	Der gefangener ḳenig in aheyl miṭ fuftsig mann : eyn gants alṭe ṿunder-shene geshikhṭe ṿos a ḳapiṭan hoṭ gefunen beshrieben in abukh ṿelkher iz gelegen in a ḳasten oyf dem yam : zehr a shene geshikhṭe	דער געפאנגענער קֶאניג : אין אהייל מיט פונפציג מאנן : איין גאנץ אלטע וואונדער-שאנע געשיכטע וואס א קאפיטאן האט געפונען בעשריעבען אין אבוך וועלכער איז געלעגן אין קאסטען אויף דעם ים : זעהר א שאנע געשיכטע	Ṿarsha : L. Morgenshṭern	Ṿarsha 	Warsaw	L. Morgenshṭern	1904	yid	26
nybc202456	Reisen, Abraham, 1876-1953	Lider tsum zingen miṭ di noṭn	לידער צום זינגען : מיט די נאטן	Nyu Yorḳ : A. Reyzen yoyvl-ḳomiṭeṭ	Nyu Yorḳ 	New York, N.Y.	A. Reyzen yoyvl-ḳomiṭeṭ	1947	yid	66
nybc202457	Shomer, 1849-1905	Der graf un der ḳorṭenshpieler, oder, tsṿey brider fun eyn muṭṭer der ḳorṭenshpiler fanarrṭ dem graf in a shenḳ un ermordeṭ ihm in ḳeller	דער גראף אונ דער קאוטענשפיעלער, אדער, צוויי ברידער פון איין מוטטער : דער קארטענשפילער פארנאררט דעם גראף אין א שענק אונ ערמארדעט איהם אין קעללער	Ṿarsha : L. Morgenshṭern	Ṿarsha 	Warsaw	L. Morgenshṭern	1903	yid	30
nybc202458	Shomer, 1849-1905	Dos ḳesṭele brilyanṭen, oder, oytser oyf a geroybṭe shif	דאס קעסטעלע בריליאנטען, אדער, דער אוצר אויף א גערויבטע שיף	Ṿarsha : L. Morgenshṭern	Ṿarsha 	Warsaw	L. Morgenshṭern	1903	yid	26
nybc202459	Mezaḥ, Yehoshua, 1834-1917	Di kishef ganz	דיא כישוף גאנז	Ṿilna : [o. fg.]	Ṿilna 	Ṿilne	o. fg.,	[19--?]	yid	34
nybc202460	Blinkin, Meir, 1879-1915	Doḳṭor Makhoṿer	דאקטאר מאכאווער	[Nyu Yorḳ : Pipels poblishing assosyeyshon]	[Nyu Yorḳ 	New York, N.Y.	Pipels poblishing assosyeyshon	1910	yid	34
nybc202461	Gebirtig, Mordecai, 1877-1942	Dos gezang fun libshafṭ un tsar	דאס געזאנג פון ליבשאפט און צער	Tel-Aviv : Letsṭe nayes	Tel-Aviv 	Tel-Aviv	Letsṭe nayes	1962	yid	152
nybc202464	Goldfaden, Abraham, 1840-1908	Meylets yoysher oder Rebe Yozelmann : a hisṭorishe opere : fun di gzeyres̀ fun Elzas ...	מליץ יושר : אדער רבי יאזעלמאנן : א היסטארישע אפערע : פון די גזירות פון עלזאס	Nyu Yorḳ : Hibru poblishing ḳompani	Nyu Yorḳ 	New York, N.Y.	Hibru poblishing ḳompani	[189-?]	yid	82
nybc202465		Sefer Sipure anshe shem	ספר ספורי אנשי שם	Ṿarsha : A. Kahana	Ṿarsha 	Warsaw	A. Kahana	1924	yid	242
nybc202466		Sefer Aṭeret ha-tsadiḳim	ספר עטרת הצדיקים	Ṿarsha : A. Kahana	Ṿarsha 	Warsaw	A. Kahana	1924	yid	50
nybc202467	Berezoṿsḳi, Daṿid, 1896-1943	Der ṿeg inderlufṭn ṿi azoy hobn zikh menṭshn oysgelernṭ flien?	דער וועג אינדערלופטן : ווי אזוי האבן זיך מענטשן אויסגעלערנט פליען?	Byalisṭoḳ : Ḳulṭur lige	Byalisṭoḳ 	Byalisṭoḳ	Ḳulṭur-lige	1921	yid	146
nybc202469	Beckett, Samuel, 1906-	Dos ṿarṭn oyf Godo	דאס ווארטן אויף גאדא	Tel-Aviv, Yiśroel : Farlag Y.L. Perets	Tel-Aviv, Yiśroel 	Tel-Aviv, Yiśroel	Farlag Y.L. Perets	1980	yid	206
nybc202470	Ram, Menuha	Shṭeyner 18 dertseylungen	"שטיינער : ח""י דערציילונגען"	Tel-Aviv : Farlag Yiśroel-bukh	Tel-Aviv 	Tel-Aviv	"Farlag ""Yiśroel-bukh"""	1981	yid	194
nybc202471	Ram, Menuha	Ber Yodler roman	בער יאדלער : ראמאן	Tel-Aviv : Yiśroel-bukh	Tel-Aviv 	Tel-Aviv	Yiśroel-bukh	1990	yid	194
nybc202472	Zaretsḳi, Hinde	Ershṭer ḳunsṭ-ḳriṭiḳer lider	ערשטער קונסט-קריטיקער : לידער	"Tel-Aviv : Farlag ""Yiśroel-bukh"""	Tel-Aviv 	Tel-Aviv	"Farlag ""Yiśroel-bukh"""	1989	yid	130
nybc202474	Zaretsḳi, Hinde	Tsu di bregn fun Tel-Aviv	צו די ברעגן פון תל-אביב	Nyu-Yorḳ : Brider Shulzinger	Nyu-Yorḳ 	New York, N.Y.	Brider Shulzinger	1979	yid	66
nybc202475	Werber, Shyfra	Oyf groz un leym lider	אויף גראז און ליים : לידער	Tel-Aviv : Farlag Y.L. Perets	Tel-Aviv 	Tel-Aviv	Farlag Y.L. Perets	1976	yid	106
nybc202476		Lider fun ḥurbn	"לידער פון חורבן : ת""ש-תש""ה"	Tel-Aviv : Y.L. Perets	Tel-Aviv 	Tel-Aviv	Y.L. Perets	1962	yid	242
nybc202477	Werber, Shyfra	Zikorn in shpigl lider	זכרון אין שפיגל : לידער	Tel-Aviv, Yiśroel : Farlag Y.L. Perets	Tel-Aviv, Yiśroel 	Tel-Aviv, Yiśroel	Farlag Y.L. Perets	1984	yid	128
nybc202478	Robin, Celia	Dos eygn land yom ha-atsmaʼut	דאס אייגן לאנד : יום העצמאות	Nyu-Yorḳ : [o. fg.]	Nyu-Yorḳ 	New York, N.Y.	o. fg.,	1951	yid	122
nybc202479	Malach, Lotty F., 1905-	Di unṭershṭe shureh dertseylungen, geshṭalṭn un maymorim	די אונטערשטע שורה : דערציילונגען, געשטאלטן און מאמרים	Tel-Aviv : Farlag Y.L. Perets, Yiśroel	Tel-Aviv 	Tel-Aviv	Farlag Y.L. Perets, Yiśroel	1986	yid	290
nybc202480	Locker, Malka, b. 1887	Pol Ṿerlen	פאל ווערלען	Tel-Aviv : Farlag Y.L. Perets	Tel-Aviv 	Tel-Aviv	Farlag Y.L. Perets	1976	yid	102
nybc202481	Larkin, Margaret, 1899-1967	Di zeks ṭeg fun Yad-Mordekhai	די זעקס טעג פון יד-מרדכי	Tel Aviv : Farlag Yiśroel bukh	Tel Aviv 	Tel-Aviv	"Farlag ""Yiśroel-bukh"""	1967	yid	298
nybc202482	Lechter, I	Demoḳratye oyfn Ameriḳaner shṭeyger		Ṿarshe : Yidish bukh	Ṿarshe 	Warsaw	Yidish bukh	1954	yid	224
nybc202485	Fishman, Rukhl, 1935-1984	Ṿilde tsig = Izah pezizah	ווילדע ציג = עזה פזיזה	Yerushalayim : Ḳiryat sefer	Yerushalayim 	Jerusalem	Ḳiryat sefer	1976	yid	114
nybc202486		Briefenshṭeler in shraybshrifṭ enṭhalṭ fershiedene ḳurtse brief ..	בריעפענשטעלער אין שרייבשריפט : ענטהאלט פערשיעדענע קורצע בריעף	Nyu-Yorḳ : Hibru Poblishing Ḳo.	Nyu-Yorḳ 	New York, N.Y.	Hibru poblishing ḳo.	[19--?]	yid	162
nybc202487	Krupskaya, Nadezhda Konstantinovna, 1869-1939	Zikhroynes ṿegn Ṿl.I. Lenin	זכרונות וועגן וול.אי. לענין	Mosḳṿe : Emes	Mosḳṿe 	Moskva	Emes	1932	yid	250
nybc202488	Poznański, Ch. L., 1879-1939	Memuarn fun a Bundisṭ	מעמוארן פון א בונדיסט	Ṿarshe : [o. fg.]	Ṿarshe 	Warsaw	o. fg.,	1938	yid	324
nybc202489		Dos tsvantsigsṭe yahrhunderṭ a zammel-bukh fir liṭeraṭur, ṿissenshafṭ un ḳriṭiḳ	דאס צוואנציגסטע יאהרהונדערט : א זאממעל-בוך פיר ליטעראטור, וויססענשאפט אונ קריטיק	Ṿarsha : Y. Ḳaplan	Ṿarsha 	Warsaw	Y. Ḳaplan	1900	yid	146
nybc202490	Dubnow, Simon, 1860-1941	Yidishe geshikhṭe xix yor-hunderṭ : nokh Dubnoṿ'n un andere ḳṿeln	יידישע געשיכטע 19 יאר-הונדערט : נאך דובנאוו'ן און אנדערע קוועלן	Ṿarshe : Nayer shṭrom	Ṿarshe 	Warsaw	Nayer shṭrom	1920	yid	234
nybc202491	Shneour, Zalman, 1886-1959	Gezamelṭe shrifṭen	געזאמעלטע שריפטען	Ṿarsha : Ṿelṭ-biblioṭeḳ	Ṿarsha 	Warsaw	Ṿelṭ-biblioṭeḳ	1909	yid	244
nybc202495	Zlotnik, Isaiah	Leḳsiḳon fun Yudishe ḥokhmes guṭe ṿerṭer fun ḳluge Yuden	לעקסיקאן פון יודישע חכמות : גוטע ווערטער פון קלוגע יודען	Ṿarsha : [o. fg.]	Ṿarsha 	Warsaw	o. fg.,	1931	yid	74
nybc202496	Shneour, Zalman, 1886-1959	Tsuriḳ fun Osṭrog	צוריק פון אסטראג	Ṿilne : Ṭomor	Ṿilne 	Ṿilne	Ṭomor	1939	yid	452
nybc202497	Shneour, Zalman, 1886-1959	Baym Dnyeper	ביים דניעפער	Ṿilne : Ṭomor	Ṿilne 	Ṿilne	Ṭomor	1939	yid	456
nybc202498	Prilutsḳi, Noaḥ	Yidish ṭeaṭer 1905-1912	יידיש טעאטער : 1905-1912	Byalisṭoḳ : A. Albeḳ	Byalisṭoḳ 	Byalisṭoḳ	A. Albeḳ	1921	yid	288
nybc202499		Yidishe folḳslider	יידישע פאלקסלידער	Ṿarshe : Nayer ferlag	Ṿarshe 	Warsaw	Nayer ferlag	[1912 or 1913]	yid	186
nybc202500	Prilutsḳi, Noaḥ	Yidishe folḳslider	יידישע פאלקסלידער	Ṿarshe : Nayer ferlag	Ṿarshe 	Warsaw	Nayer ferlag	1912	yid	182
nybc202502	Wells, H. G. (Herbert George), 1866-1946	Ṿelṭ-geshikhṭe	וועלט-געשיכטע	Ṿarshe : M. Yeruḥmzon	Ṿarshe 	Warsaw	M. Yeruḥmzon	1927	yid	458
nybc202507	Lazeroṿ, Y. L. (Yehudah Leyb) d. 1939	Yalḳuṭ Yehudah a zamlung fun perl ... oyf Toyre Neviim uKs̀uvim ...	ילקוט יהודה : א זאמלונג פון פערל ... אויף תורה נביאים וכתובים	Nyu Yorḳ : Pardes pub. hoyz	Nyu Yorḳ 	New York, N.Y.	Pardes pub. hoyz	1933	yid	114
nybc202512		Di ṿelṭ-geshikhṭe fun di elṭesṭe tsayṭen biz oyf di gegenṿorṭ	די וועלט-געשיכטע : פון די עלטעסטע צייטען ביז אויף די געגענווארט	Ṿarsha : [o. fg.]	Ṿarsha 	Warsaw	o. fg.,	1901	yid	214
nybc202514	Sachs, Abraham Simchah, 1879-1931	Politishe eḳonomye di grund-printsipen	פאליטישע עקאנאמיע : די גרונד-פרינציפען	[New York] : Edyuḳeyshonal Ḳomiṭe fun Arb. Ring	[New York] 	New York, N.Y.	Edyuḳeyshonal Ḳomiṭe fun Arb. Ring	1918	yid	114
nybc202515	Sachs, Abraham Simchah, 1879-1931	Politishe eḳonomye di grund-printsipen	פאליטישע עקאנאמיע : די גרונד-פרינציפען	[New York] : Edyuḳeyshonal Ḳomiṭe fun Arb. Ring	[New York] 	New York, N.Y.	Edyuḳeyshonal Ḳomiṭe fun Arb. Ring	1918	yid	98
nybc202517	Farnberg, Ḳ. (Ḳarl), 1871-1937	Der Shṭuṭgarṭer ḳongres un zayne problemen	דער שטוטגארטער קאנגרעס און זיינע פראבלעמען	[Ṿilna] : Tsuḳunfṭ	[Ṿilna] 	Ṿilne	Tsuḳunfṭ	1908	yid	50
nybc202518	Kipnis, Menahem, 1878-1942	Di ṿelt-berihmṭe Yidishe muziḳer	די וועלט-בעריהמטע יידישע מוזיקער	Ṿarshe : Bikher-far-ale	Ṿarshe 	Warsaw	Bikher-far-ale	1910	yid	82
nybc202519	Barkan, H	Undzer folḳ a ḳurtse Yidishe geshikhṭe for shul un heym ... miṭ bilder fun Gusṭaṿ Dore, A. Liliyen, un andere	אונדזער פאלק : א קורצע יידישע געשיכטע פאר שול און היים ... מיט בילדער פון גוסטאוו דארע, א. ליליען און אנדערע	Nyu-Yorḳ : Bildungs-ḳomiṭeṭ fun Arbeṭer-ring	Nyu-Yorḳ 	New York, N.Y.	Bildungs-ḳomiṭeṭ fun Arbeṭer-ring	1943	yid	130
nybc202520	Steinbarg, Eliezer	Tsen mesholim	צען משלים	Urugṿay : Zrieh	Urugṿay 	Urugṿay	Zrieh	1970	yid	54
nybc202523	Mark, Yudel	Geshikhṭe-hefṭ	געשיכטע-העפט	Aroysgegebn fun bildungs-ḳomiṭeṭ fun arbeṭer ring			Aroysgegebn fun bildungs-ḳomiṭeṭ fun arbeṭer ring	1967	yid	38
nybc202524	Mark, Yudel	Geshikhṭe-hefṭ	געשיכטע-העפט	Aroysgegebn fun bildungs-ḳomiṭeṭ fun arbeṭer ring			Aroysgegebn fun bildungs-ḳomiṭeṭ fun arbeṭer ring	1967	yid	38
nybc202527		Banayung	באנייונג	Tel-Aviv : Iḥud ʿolami poʿale tsiyon-Ts.S.-hitʾaḥadut	Tel-Aviv 	Tel-Aviv	Iḥud ʿolami poʿale tsiyon-Ts.S.-hitʾaḥadut	1964-65	yid	232
nybc202529	Rubin Rivkai, Israel, 1890-1954	Der yunger menṭsh un zayn anṭṿiḳlung fun ṿig biz tsum zelbsshṭendiḳn lebn ...	דער יונגער מענטש און זיין אנטוויקלונג : פון וויג ביז צום זעלבסשטענדיקן לעבען	Ṿarshe : Ḥ. Bzshoza	Ṿarshe 	Warsaw	Ḥ. Bzshoza	1927	yid	124
nybc202532	Menaḥem Mendl	Der heyliger Shabes̀ shpanende ertseylungen ...	דער הייליגער שבת : שפאנענדע ערציילונגען	Yerusholayim : M. Mendel	Yerusholayim 	Jerusalem	M. Mendel	1990	yid	290
nybc202535	Bernstein, Ben-Zvi	Zikhroynes̀ un geshṭalṭn	זכרונות און געשטאלטן	London : [o. fg.]	London 	London	o. fg.,	1962	yid	230
nybc202538	Raskin, Leib	Di menṭshn fun Godlbozshits roman	די מענטשן פון גאדלבאזשיץ : ראמאן	Ṿarshe : Yidishe uniṿersal-biblioṭeḳ	Ṿarshe 	Warsaw	Yidishe uniṿersal-biblioṭeḳ	1936	yid	610
nybc202539	Krinski, M. (Magnus), 1863-1916	Der Yidish lehrer	דער יידיש לעהרער	Ṿarshe : Bikher-far-ale	Ṿarshe 	Warsaw	Bikher-far-ale	1907	yid	138
nybc202540		Pirḳe avot	פרקי אבות	Chicago : Jewish Way Magazine of Chicago	Chicago 	Chicago	Jewish Way Magazine of Chicago	1951	yid	154
nybc202546	Nadir, Moishe	A ṭog in a gorṭn	א טאג אין א גארטן	Tel-Aviv, Yiśroel : Farlag Y.L. Perets	Tel-Aviv, Yiśroel 	Tel-Aviv, Yiśroel	Farlag Y.L. Perets	1975	yid	200
nybc202547	Justman, Moshe Bunem, 1889-1942	Fun unzer alṭen oytser geḳlibene perl fun unzere alṭe ḳṿalen... : oyf di sedres̀ fun der Toyre	פון אונזער אלטען אוצר : געקליבענע פערל פון אונזערע אלטע קוואלען... :אויף די סדרות פון דער תורה	Ṿarsha : [M.B. Justman]	Ṿarsha 	Warsaw	M.B. Justman	1932	yid	278
nybc202548	Justman, Moshe Bunem, 1889-1942	Fun unzer alṭen oytser geḳlibene perl fun unzere alṭe ḳṿalen... : oyf di sedres̀ fun der Toyre	פון אונזער אלטען אוצר : געקליבענע פערל פון אונזערע אלטע קוואלען... :אויף די סדרות פון דער תורה	Ṿarsha : [M.B. Justman]	Ṿarsha 	Warsaw	M.B. Justman	1932	yid	234
nybc202549	Justman, Moshe Bunem, 1889-1942	Fun unzer alṭen oytser geḳlibene perl fun unzere alṭe ḳṿalen... : oyf di sedres̀ fun der Toyre	פון אונזער אלטען אוצר : געקליבענע פערל פון אונזערע אלטע קוואלען... :אויף די סדרות פון דער תורה	Ṿarsha : [M.B. Justman]	Ṿarsha 	Warsaw	M.B. Justman	1932	yid	238
nybc202550	Justman, Moshe Bunem, 1889-1942	Fun unzer alṭen oytser geḳlibene perl fun unzere alṭe ḳṿalen... : oyf di sedres̀ fun der Toyre	פון אונזער אלטען אוצר : געקליבענע פערל פון אונזערע אלטע קוואלען... :אויף די סדרות פון דער תורה	Ṿarsha : [M.B. Justman]	Ṿarsha 	Warsaw	M.B. Justman	1932	yid	258
nybc202551	Justman, Moshe Bunem, 1889-1942	Fun unzer alṭen oytser geḳlibene perl fun unzere alṭe ḳṿalen... : oyf di sedres̀ fun der Toyre	פון אונזער אלטען אוצר : געקליבענע פערל פון אונזערע אלטע קוואלען... :אויף די סדרות פון דער תורה	Ṿarsha : [M.B. Justman]	Ṿarsha 	Warsaw	M.B. Justman	1932	yid	236
nybc202552	Justman, Moshe Bunem, 1889-1942	Fun unzer alṭen oytser geḳlibene perl fun unzere alṭe ḳṿalen... : oyf di sedres̀ fun der Toyre	פון אונזער אלטען אוצר : געקליבענע פערל פון אונזערע אלטע קוואלען... :אויף די סדרות פון דער תורה	Ṿarsha : [M.B. Justman]	Ṿarsha 	Warsaw	M.B. Justman	1932	yid	200
nybc202553	Justman, Moshe Bunem, 1889-1942	Fun unzer alṭen oytser geḳlibene perl fun unzere alṭe ḳṿalen... : oyf di sedres̀ fun der Toyre	פון אונזער אלטען אוצר : געקליבענע פערל פון אונזערע אלטע קוואלען... :אויף די סדרות פון דער תורה	Ṿarsha : [M.B. Justman]	Ṿarsha 	Warsaw	M.B. Justman	1932	yid	266
nybc202554	Justman, Moshe Bunem, 1889-1942	Fun unzer alṭen oytser geḳlibene perl fun unzere alṭe ḳṿalen... : oyf di sedres̀ fun der Toyre	פון אונזער אלטען אוצר : געקליבענע פערל פון אונזערע אלטע קוואלען... :אויף די סדרות פון דער תורה	Ṿarsha : [M.B. Justman]	Ṿarsha 	Warsaw	M.B. Justman	1932	yid	286
nybc202557		Der sulṭan, oder, di geheymnisse fun dem Ṭirḳishen hoyf	דער סולטאן, אדער, די געהיימניססע פון דעם טירקישען הויף	Ṿilna : [o. fg.]	Ṿilna 	Ṿilne	o. fg.,	1895	yid	170
nybc202558		In likhṭ fun Toyre	אין ליכט פון תורה	Brooklyn : Emuna Publishing	Brooklyn 	Brooklyn, New York	Emuna Publishing	1969	yid	146
nybc202562		In likhṭ fun Toyre	אין ליכט פון תורה	Brooklyn : Emuna Publishing	Brooklyn 	Brooklyn, New York	Emuna Publishing	1969	yid	50
nybc202564		In likhṭ fun Toyre	אין ליכט פון תורה	Brooklyn : Emuna Publishing	Brooklyn 	Brooklyn, New York	Emuna Publishing	1969	yid	66
nybc202567		In likhṭ fun Toyre	אין ליכט פון תורה	Brooklyn : Emuna Publishing	Brooklyn 	Brooklyn, New York	Emuna Publishing	1969	yid	66
nybc202570		In likhṭ fun Toyre	אין ליכט פון תורה	Brooklyn : Emuna Publishing	Brooklyn 	Brooklyn, New York	Emuna Publishing	1969	yid	126
nybc202572		In likhṭ fun Toyre	אין ליכט פון תורה	Brooklyn : Emuna Publishing	Brooklyn 	Brooklyn, New York	Emuna Publishing	1969	yid	34
nybc202575		In likhṭ fun Toyre	אין ליכט פון תורה	Brooklyn : Emuna Publishing	Brooklyn 	Brooklyn, New York	Emuna Publishing	1969	yid	50
nybc202576		In likhṭ fun Toyre	אין ליכט פון תורה	Brooklyn : Emuna Publishing	Brooklyn 	Brooklyn, New York	Emuna Publishing	1969	yid	142
nybc202577		In likhṭ fun Toyre	אין ליכט פון תורה	Brooklyn : Emuna Publishing	Brooklyn 	Brooklyn, New York	Emuna Publishing	1969	yid	42
nybc202579	Opatoshu, Joseph, 1886-1954	A ṭog in Regensburg	א טאג אין רעגענסבורג	Pariz : Farlag Di goldene paṿe	Pariz 	Paris	Farlag di goldene paṿe	1955	yid	118
nybc202580	Dzigan, Shimon	Der koyekh fun yidishn humor	דער כוח פון יידישן הומאר	Tel-Aviv : Aroysgegebn durkh dem gezelshafṭlekhn ḳomiṭeṭ tsu fayern 40 yor ṭeṭiḳayṭ fun Shimon Dzshigan oyf der Yidisher bine	Tel-Aviv 	Tel-Aviv	Aroysgegebn durkh dem gezelshafṭlekhn ḳomiṭeṭ tsu fayern 40 yor ṭeṭiḳayṭ fun Shimon Dzshigan oyf der Yidisher bine	1974	yid	372
nybc202581	Raḳoṿsḳa, Puʻah, 1865-1955	Zikhroynes̀ fun a Yidisher revolutsionerin	זכרונות פון א יידישער רעוואלוציאנערין	Buenos-Ayres : Tsenṭral farband fun Poylishe Yidn in Argenṭine	Buenos-Ayres 	Buenos Ayres	Tsenṭral-farband fun Poylishe Yidn in Argenṭine	1954	yid	322
nybc202582	Nadir, Moishe, 1885-1943	Oyf gelekhṭer	אויף געלעכטער	Nyu Yorḳ : Ṿerbe	Nyu Yorḳ 	New York, N.Y.	Ṿerbe	1919	yid	162
nybc202583	Sholem Aleichem, 1859-1916	Ale ṿerḳ fun Sholem Aleykhem	אלע ווערק פון שלום עליכם	Buenos Ayres : Iḳuf	Buenos Ayres 	Buenos Ayres	Iḳuf	1952	yid	368
nybc202584	Sholem Aleichem, 1859-1916	Ale ṿerḳ fun Sholem Aleykhem	אלע ווערק פון שלום עליכם	Buenos Ayres : Iḳuf	Buenos Ayres 	Buenos Ayres	Iḳuf	1952	yid	414
nybc202585	Sholem Aleichem, 1859-1916	Ale ṿerḳ fun Sholem Aleykhem	אלע ווערק פון שלום עליכם	Buenos Ayres : Iḳuf	Buenos Ayres 	Buenos Ayres	Iḳuf	1952	yid	374
nybc202586	Sholem Aleichem, 1859-1916	Ale ṿerḳ fun Sholem Aleykhem	אלע ווערק פון שלום עליכם	Buenos Ayres : Iḳuf	Buenos Ayres 	Buenos Ayres	Iḳuf	1952	yid	344
nybc202587	Sholem Aleichem, 1859-1916	Ale ṿerḳ fun Sholem Aleykhem	אלע ווערק פון שלום עליכם	Buenos Ayres : Iḳuf	Buenos Ayres 	Buenos Ayres	Iḳuf	1952	yid	376
nybc202588	Sholem Aleichem, 1859-1916	Ale ṿerḳ fun Sholem Aleykhem	אלע ווערק פון שלום עליכם	Buenos Ayres : Iḳuf	Buenos Ayres 	Buenos Ayres	Iḳuf	1952	yid	346
nybc202589	Sholem Aleichem, 1859-1916	Ale ṿerḳ fun Sholem Aleykhem	אלע ווערק פון שלום עליכם	Buenos Ayres : Iḳuf	Buenos Ayres 	Buenos Ayres	Iḳuf	1952	yid	388
nybc202590	Sholem Aleichem, 1859-1916	Ale ṿerḳ fun Sholem Aleykhem	אלע ווערק פון שלום עליכם	Buenos Ayres : Iḳuf	Buenos Ayres 	Buenos Ayres	Iḳuf	1952	yid	314
