Name: Ort: Land: Adresse: Institution: Sonstiges:
Abrahams, Gebr: Haag: Holland: Amsterdamsche Veerkade 6: Buchhandlung::
Abramowitz, S.: Libau: Lettland: Große Str. 22: Buchhandlung::
Achiasafl, G.m.b.H.: Warschau: Polen: Leszno 54: Verlag, Buchhandlung hebräischer und jiddischer Bücher: Postfach 158 :
Achiewer, Buch- und Kunsthandlung: Tel-Awiw: Palästina: Rothschild-Allee::" P.O.B. 113. Filialen: Jerusalem, Haifa, Tiberias, Petach-Tikwah, Berlin W 15, Kietzenburger Str. 8a":
Adler, A. & Co.: London E1: England: 34 Brick Lane: Verlag, Buchhandlung::
Ajanoth G.m.b.H: Berlin-Charlottenburg: Deutschland: Kantstr. 46::" bei ""Jalkut"" ":
Albeck, A.: Bialystok: Polen: Nowy Swjat 1: Verlag::
Alter, Dawid: Lublin: Polen: Lubartowskistr. 15: Buchhandlung hebr. Bücher::
Alter, J. M.: New York: U.S.A.: 180 Clinton Street: Buchhandlung hebr. Bücher::
Alter, J. M.: Warschau: Polen: Nalewki Str.33: Buchhandlung hebr. Bücher::
Alt-Jiddisch: Warschau: Polen: Dzielnastr. 18: Verlag jiddischer Bücher: Inhaber M. Cukier :
Alt-Jung: Warschau: Polen: Kramy Nalewkowskie I Iah B. Wojeikiewicz: Verlag jiddischer Bücher::
Altnajland: Warschau: Polen:" s. ""Tel-Awiw"" ":::
Amkraut i Freund: Przemysl: Klein-Polen: Jagiel-Techa Str 29: Buchhandlung und Verlag hebr. u jidd. Bücher:" Postscheckkonto: 141382. Przemysl. Zivnosten-ka Banka in Prag":
Anfang, Der: Buenos Aires: Argentinien: Lavalle Str. 2937:: Inh. M. Stoliar:
Aptekar, M.: London E1: England: 12 Beaumont Square Street: Buchhandlung::
Arbeiterheim: Warschau: Polen: Karmelickastr. 15: Verlag jiddischer Bücher::
Arbet Kooperativ: Riga: Lettland: Elisabetstr. 91/93: Buchhandlung jidd. u. russ. Bücher:" Postfach 662. All. Auslief. des Verlages ""Arbeiterheim"", Riga":
Arbeiterheim: Riga: Lettland: Dorpaterg. 15/17::" Postfach 662. All. Auslieferung durch ""Arbet"", Riga ":
Asaph Publishing Co.: New York: U.S.A.: 101 W. 113th Str: Verlag hebräischer Bücher::
Atikija: Tel-Awiw: Palästina: Antiquariat:::
Aurora: Czernowitz Bukowina: Rumänien: Herrengasse 28: Buchhandlung::
Avigdor, D.: Drohobycz: Klein-Polen: Maly Rynek 7: Buchhandlung v. jüd. Liturgie- und Religionsbüchern, Judaica::
Axelmann, J. S: Philadelphia Pa.: U.S.A.: 960 N. Marshallstr.: Buchhandlung::
Balaban, Pesel: Lwow: Klein-Polen: Krasickichstr. 12: Verlag hebräischer Bücher::
